course,season,avg_score_to_par,avg_sg_total
"Aronimink Golf Club - Newton Square, PA",2018,-8.514705882352942,0.008676470588235235
"Augusta National Golf Club - Augusta, GA",2022,4.285714285714286,0.7789795918367347
"Baltusrol - Springfield, NJ",2016,-2.0,0.9098648648648648
"Bay Hill - Orlando, FL",2015,-6.8307692307692305,0.7976923076923077
"Bay Hill - Orlando, FL",2017,-0.18840579710144928,0.851159420289855
"Bay Hill - Orlando, FL",2018,-2.6184210526315788,0.6446052631578948
"Bay Hill - Orlando, FL",2019,-1.8714285714285714,0.7878571428571428
"Bay Hill - Orlando, FL",2020,6.492753623188406,0.7768115942028985
"Bay Hill - Orlando, FL",2021,1.1388888888888888,0.7652777777777778
"Bay Hill - Orlando, FL",2022,5.68,0.622
"Bellerive Country Club - St. Louis, MO",2018,-4.0,0.9011842105263157
"Bethpage - Farmingdale, NY",2019,6.407407407407407,1.0281481481481483
"Caves Valley Golf Club - Baltimore, MD",2021,-11.18840579710145,-0.0028985507246376678
"Chapultepec - Mexico City, Mexico",2017,-0.671875,0.21796874999999996
"Chapultepec - Mexico City, Mexico",2018,-3.5454545454545454,0.2363636363636364
"Chapultepec - Mexico City, Mexico",2019,-1.0144927536231885,0.11362318840579712
"Chapultepec - Mexico City, Mexico",2020,-2.1285714285714286,0.03214285714285714
"Colonial - Ft. Worth, TX",2019,0.6527777777777778,0.6668055555555557
"Colonial - Ft. Worth, TX",2020,-6.149253731343284,0.977313432835821
"Colonial - Ft. Worth, TX",2021,-1.7733333333333334,0.66
"Colonial - Ft. Worth, TX",2022,0.30303030303030304,0.7942424242424243
"Congaree Golf Club - Ridgeland, SC",2021,-3.3968253968253967,1.1792063492063494
"Congressional - Bethesda, MD",2016,-2.5135135135135136,0.5583783783783783
"Conway Farms Golf Club - Lake Forest, IL",2015,-6.294117647058823,0.06352941176470592
"Country Club of Jackson - Jackson, MS",2015,-5.019607843137255,0.7149019607843138
"Country Club of Jackson - Jackson, MS",2017,-7.036363636363636,0.8490909090909091
"Country Club of Jackson - Jackson, MS",2018,-3.933333333333333,0.8933333333333333
"Country Club of Jackson - Jackson, MS",2019,-7.2272727272727275,0.8568181818181818
"Country Club of Jackson - Jackson, MS",2020,-8.454545454545455,0.9036363636363637
"Country Club of Jackson - Jackson, MS",2022,-12.779661016949152,0.908135593220339
"Crooked Stick - Carmel, IN",2016,-4.742424242424242,0.015454545454545478
"Detroit Golf Club - Detroit, MI",2019,-11.408450704225352,0.9421126760563381
"Detroit Golf Club - Detroit, MI",2020,-11.385714285714286,0.8764285714285714
"Detroit Golf Club - Detroit, MI",2021,-9.586666666666666,0.7866666666666666
"Eagle Point Golf Club - Wilmington, NC",2017,-1.196969696969697,0.9227272727272727
"East Lake Golf Club - Atlanta, GA",2015,1.5,0.0007142857142856991
"East Lake Golf Club - Atlanta, GA",2016,-1.4482758620689655,-0.03793103448275859
"East Lake Golf Club - Atlanta, GA",2017,-2.466666666666667,-0.003333333333333381
"East Lake Golf Club - Atlanta, GA",2018,-1.5333333333333334,0.0033333333333333917
"East Lake Golf Club - Atlanta, GA",2019,0.13333333333333333,-0.003333333333333336
"East Lake Golf Club - Atlanta, GA",2020,-4.333333333333333,0.003333333333333292
"East Lake Golf Club - Atlanta, GA",2021,-4.793103448275862,0.004827586206896602
"Firestone Country Club - Akron, OH",2015,2.6885245901639343,0.2978688524590164
"Firestone Country Club - Akron, OH",2016,4.877551020408164,0.1963265306122449
"Firestone Country Club - Akron, OH",2017,1.2686567164179106,0.1828358208955224
"Firestone Country Club - Akron, OH",2018,-1.265625,0.22187499999999996
"Glen Abbey Golf Club - Oakville, Canada",2015,-7.328767123287672,0.9628767123287673
"Glen Abbey Golf Club - Oakville, Canada",2016,-3.242857142857143,0.9378571428571427
"Glen Abbey Golf Club - Oakville, Canada",2017,-10.582089552238806,0.9555223880597017
"Glen Abbey Golf Club - Oakville, Canada",2018,-10.36111111111111,0.9502777777777778
"Glen Oaks Club - Old Westbury, NY",2017,1.1285714285714286,0.707857142857143
"Golf Club of Houston - Houston, TX",2015,-7.265625,0.83640625
"Golf Club of Houston - Houston, TX",2020,-3.8513513513513513,0.8328378378378379
"Hamilton - Hamilton, Ontario, Canada",2019,-5.279411764705882,0.9979411764705882
"Harbour Town Golf Links - Hilton Head Island, SC",2015,-5.357142857142857,0.6992857142857143
"Harbour Town Golf Links - Hilton Head Island, SC",2016,2.315068493150685,0.6361643835616438
"Harbour Town Golf Links - Hilton Head Island, SC",2017,-4.114285714285714,0.7285714285714285
"Harbour Town Golf Links - Hilton Head Island, SC",2018,-3.727272727272727,0.7618181818181818
"Harbour Town Golf Links - Hilton Head Island, SC",2019,-2.242857142857143,0.7807142857142857
"Harbour Town Golf Links - Hilton Head Island, SC",2020,-11.546666666666667,0.8266666666666667
"Harbour Town Golf Links - Hilton Head Island, SC",2021,-6.630769230769231,0.9276923076923076
"Harbour Town Golf Links - Hilton Head Island, SC",2022,-5.529411764705882,0.8323529411764706
"Innisbrook - Palm Harbor, FL",2015,-0.6333333333333333,0.8983333333333333
"Innisbrook - Palm Harbor, FL",2016,2.3114754098360657,0.8752459016393442
"Innisbrook - Palm Harbor, FL",2017,-1.671641791044776,0.917910447761194
"Innisbrook - Palm Harbor, FL",2018,-0.29333333333333333,0.7833333333333333
"Innisbrook - Palm Harbor, FL",2019,0.5072463768115942,0.7831884057971015
"Innisbrook - Palm Harbor, FL",2022,-6.753623188405797,0.9326086956521739
"Kapalua Resort - Kapalua, HI",2018,-7.117647058823529,-0.0005882352941176607
"Kapalua Resort - Kapalua, HI",2019,-8.303030303030303,-0.004242424242424286
"Kapalua Resort - Kapalua, HI",2020,-3.088235294117647,0.00205882352941176
"Kapalua Resort - Kapalua, HI",2021,-14.738095238095237,0.004523809523809491
"Kapalua Resort - Kapalua, HI",2022,-19.305555555555557,0.0463888888888889
"Keene Trace Golf Club - Nicholasville, KY",2018,-13.25,1.1325
"Keene Trace Golf Club - Nicholasville, KY",2019,-14.030303030303031,1.0075757575757576
"Keene Trace Golf Club - Nicholasville, KY",2021,-12.129032258064516,0.8622580645161291
"Kiawah Island Golf Resort - Kiawah Island, SC",2021,3.6875,1.078125
"La Quinta CC - La Quinta, CA",2019,-14.287671232876713,0.8305479452054795
"La Quinta CC - La Quinta, CA",2020,-13.27027027027027,0.7591891891891892
"La Quinta CC - La Quinta, CA",2021,-8.942857142857143,0.5697142857142856
"La Quinta CC - La Quinta, CA",2022,-11.696969696969697,1.1409090909090909
"Liberty National - Jersey City, NJ",2019,-4.607142857142857,0.4917857142857143
"Liberty National - Jersey City, NJ",2021,-8.053333333333333,0.7130666666666666
"Medinah - Medinah, IL",2019,-8.289855072463768,0.002463768115942031
"Memorial Park GC - Houston, TX",2021,-1.1076923076923078,0.9369230769230769
"Memorial Park GC - Houston, TX",2022,-3.646153846153846,0.7615384615384615
"Muirfield Village Golf Club - Dublin, OH",2015,-3.6911764705882355,0.8127941176470589
"Muirfield Village Golf Club - Dublin, OH",2016,-6.442857142857143,0.5901428571428572
"Muirfield Village Golf Club - Dublin, OH",2017,0.1232876712328767,0.7493150684931508
"Muirfield Village Golf Club - Dublin, OH",2018,-6.357142857142857,0.958857142857143
"Muirfield Village Golf Club - Dublin, OH",2019,-2.887323943661972,0.781830985915493
"Muirfield Village Golf Club - Dublin, OH",2020,-0.014184397163120567,0.9718439716312057
"Muirfield Village Golf Club - Dublin, OH",2021,1.161764705882353,0.7389705882352942
"Muirfield Village Golf Club - Dublin, OH",2022,1.2028985507246377,0.8002898550724638
"Old White Course - White Sulphur Springs, WV",2020,-7.5606060606060606,1.040151515151515
"Olympia Fields Country Club - Olympia Fields, IL",2020,7.260869565217392,0.0047826086956521815
"PGA National - Palm Beach Gardens, FL",2015,2.9206349206349205,0.8498412698412698
"PGA National - Palm Beach Gardens, FL",2016,2.823529411764706,0.9641176470588235
"PGA National - Palm Beach Gardens, FL",2017,-1.0,0.8500000000000001
"PGA National - Palm Beach Gardens, FL",2018,4.716216216216216,0.8625675675675676
"PGA National - Palm Beach Gardens, FL",2019,-0.3,1.025
"PGA National - Palm Beach Gardens, FL",2020,3.2794117647058822,1.0001470588235295
"PGA National - Palm Beach Gardens, FL",2021,-0.43283582089552236,1.2182089552238806
"PGA National - Palm Beach Gardens, FL",2022,1.676923076923077,0.8829230769230769
"Pebble Beach Resort - Pebble Beach, CA",2015,-12.03921568627451,1.0947058823529412
"Pebble Beach Resort - Pebble Beach, CA",2016,-5.0701754385964914,0.8061403508771929
"Pebble Beach Resort - Pebble Beach, CA",2017,-5.754098360655738,0.8608196721311475
"Pebble Beach Resort - Pebble Beach, CA",2018,-6.068493150684931,0.8526027397260274
"Pebble Beach Resort - Pebble Beach, CA",2019,-5.217054263565892,1.1329457364341087
"Pebble Beach Resort - Pebble Beach, CA",2020,-3.4705882352941178,0.9060294117647059
"Pebble Beach Resort - Pebble Beach, CA",2021,-5.940298507462686,0.7432835820895521
"Pebble Beach Resort - Pebble Beach, CA",2022,-8.583333333333334,1.4623333333333333
"Quail Hollow Club - Charlotte, NC",2015,-1.2058823529411764,0.9507352941176471
"Quail Hollow Club - Charlotte, NC",2016,4.28169014084507,0.8485915492957746
"Quail Hollow Club - Charlotte, NC",2017,3.183098591549296,1.2801408450704226
"Quail Hollow Club - Charlotte, NC",2018,-0.2777777777777778,0.9929166666666666
"Quail Hollow Club - Charlotte, NC",2019,-1.6805555555555556,1.010138888888889
"Quail Hollow Club - Charlotte, NC",2021,1.3116883116883118,0.862077922077922
"Redstone Golf Club - Houston, TX",2016,-4.112676056338028,0.7785915492957746
"Redstone Golf Club - Houston, TX",2017,-4.131578947368421,0.7798684210526315
"Redstone Golf Club - Houston, TX",2018,-9.144927536231885,0.936231884057971
"Ridgewood Country Club - Paramus, NJ",2018,-4.725,0.57125
"Riviera Country Club - Pacific Palisades, CA",2015,1.5416666666666667,-0.523125
"Riviera Country Club - Pacific Palisades, CA",2016,-4.803921568627451,-0.19549019607843138
"Riviera Country Club - Pacific Palisades, CA",2017,-4.318840579710145,0.9501449275362319
"Riviera Country Club - Pacific Palisades, CA",2018,-0.7631578947368421,0.7707894736842106
"Riviera Country Club - Pacific Palisades, CA",2019,-2.013333333333333,0.7833333333333333
"Riviera Country Club - Pacific Palisades, CA",2020,-1.5735294117647058,0.6333823529411765
"Riviera Country Club - Pacific Palisades, CA",2021,-1.2388059701492538,0.6597014925373135
"Riviera Country Club - Pacific Palisades, CA",2022,-5.098591549295775,0.664225352112676
"Robert Trent Jones Golf Trail - Auburn, AL",2015,-5.380952380952381,0.6352380952380953
"Robert Trent Jones Golf Trail - Auburn, AL",2016,-10.017857142857142,0.8832142857142857
"Robert Trent Jones Golf Trail - Auburn, AL",2017,-10.815384615384616,0.7981538461538461
"Sea Island Resort - Sea Island, GA",2016,-6.767123287671233,0.5187671232876712
"Sea Island Resort - Sea Island, GA",2017,-9.085714285714285,0.6475714285714286
"Sea Island Resort - Sea Island, GA",2018,-7.788732394366197,0.5854929577464789
"Sea Island Resort - Sea Island, GA",2019,-10.27027027027027,0.5568918918918919
"Sea Island Resort - Sea Island, GA",2020,-8.293333333333333,0.5808
"Sea Island Resort - Sea Island, GA",2021,-9.707692307692307,0.7361538461538462
"Sea Island Resort - Sea Island, GA",2022,-7.555555555555555,0.8817460317460317
"Sedgefield Country Club - Greensboro, NC",2015,-8.53448275862069,0.9336206896551724
"Sedgefield Country Club - Greensboro, NC",2016,-8.848484848484848,0.9821212121212123
"Sedgefield Country Club - Greensboro, NC",2017,-8.472972972972974,0.8505405405405405
"Sedgefield Country Club - Greensboro, NC",2018,-10.402985074626866,1.0007462686567163
"Sedgefield Country Club - Greensboro, NC",2019,-11.133333333333333,0.9333333333333333
"Sedgefield Country Club - Greensboro, NC",2020,-8.987012987012987,0.9067532467532469
"Sedgefield Country Club - Greensboro, NC",2021,-8.068493150684931,0.8271232876712329
"Shadow Creek GC - Las Vegas, NV",2021,-2.688311688311688,-0.02389610389610386
"Sherwood CC - Thousand Oaks, CA",2021,-11.16,0.04999999999999996
"Silverado Resort - Napa, CA",2017,-8.707692307692307,0.8669230769230768
"Silverado Resort - Napa, CA",2018,-3.9863013698630136,0.8665753424657535
"Silverado Resort - Napa, CA",2019,-5.726027397260274,0.7915068493150685
"Silverado Resort - Napa, CA",2020,-6.753846153846154,0.8258461538461539
"Silverado Resort - Napa, CA",2021,-11.450704225352112,1.0026760563380281
"Silverado Resort - Napa, CA",2022,-8.101694915254237,0.9488135593220339
"Southern Hills Country Club - Tulsa, OK",2022,4.527027027027027,1.1982432432432433
"TPC Boston - Norton, MA",2017,-2.1139240506329116,0.27848101265822783
"TPC Boston - Norton, MA",2018,-5.223684210526316,0.40592105263157896
"TPC Boston - Norton, MA",2020,-9.7,0.8049999999999999
"TPC Craig Ranch - McKinney, TX",2021,-13.183098591549296,0.8787323943661972
"TPC Craig Ranch - McKinney, TX",2022,-15.22972972972973,0.8374324324324324
"TPC Deere Run - Silvis, IL",2015,-8.741379310344827,0.8153448275862069
"TPC Deere Run - Silvis, IL",2016,-9.426229508196721,1.017377049180328
"TPC Deere Run - Silvis, IL",2017,-9.506849315068493,0.8757534246575343
"TPC Deere Run - Silvis, IL",2018,-11.484848484848484,1.061212121212121
"TPC Deere Run - Silvis, IL",2019,-10.942028985507246,1.0955072463768116
"TPC Deere Run - Silvis, IL",2021,-9.695652173913043,0.9744927536231883
"TPC Four Seasons Resort Las Colinas - Irving, TX",2015,-13.5,1.4485714285714286
"TPC Four Seasons Resort Las Colinas - Irving, TX",2016,-7.304347826086956,0.8318840579710145
"TPC Four Seasons Resort Las Colinas - Irving, TX",2017,-2.029850746268657,1.1274626865671642
"TPC Harding Park - San Francisco, CA",2020,-1.7341772151898733,0.9635443037974684
"TPC Potomac at Avenel Farm - Potomac, MD",2017,-5.253521126760563,0.6833802816901409
"TPC Potomac at Avenel Farm - Potomac, MD",2018,-3.0277777777777777,0.6369444444444444
"TPC Potomac at Avenel Farm - Potomac, MD",2022,2.8947368421052633,1.036315789473684
"TPC River Highlands - Cromwell, CT",2016,-6.0606060606060606,0.9151515151515152
"TPC River Highlands - Cromwell, CT",2017,-3.575,0.8557499999999999
"TPC River Highlands - Cromwell, CT",2018,-6.485294117647059,1.0613235294117647
"TPC River Highlands - Cromwell, CT",2019,-4.6521739130434785,1.0065217391304349
"TPC River Highlands - Cromwell, CT",2020,-9.397058823529411,0.9192647058823529
"TPC River Highlands - Cromwell, CT",2021,-4.256410256410256,0.8141025641025641
"TPC San Antonio - San Antonio, TX",2015,4.82258064516129,1.0743548387096775
"TPC San Antonio - San Antonio, TX",2016,-3.7761194029850746,0.9385074626865672
"TPC San Antonio - San Antonio, TX",2017,0.27692307692307694,1.0107692307692309
"TPC San Antonio - San Antonio, TX",2018,-3.970149253731343,1.1525373134328358
"TPC San Antonio - San Antonio, TX",2019,-6.942028985507246,0.8655072463768115
"TPC San Antonio - San Antonio, TX",2021,-2.6266666666666665,0.8066666666666666
"TPC San Antonio - San Antonio, TX",2022,-4.681818181818182,0.8240909090909091
"TPC Sawgrass - Ponte Vedra Beach, FL",2015,-3.057142857142857,0.7642857142857142
"TPC Sawgrass - Ponte Vedra Beach, FL",2016,-1.732394366197183,0.9230985915492959
"TPC Sawgrass - Ponte Vedra Beach, FL",2017,1.4444444444444444,0.7337037037037037
"TPC Sawgrass - Ponte Vedra Beach, FL",2018,-7.571428571428571,1.166857142857143
"TPC Sawgrass - Ponte Vedra Beach, FL",2019,-5.931506849315069,0.962876712328767
"TPC Sawgrass - Ponte Vedra Beach, FL",2021,-3.4788732394366195,0.9997183098591548
"TPC Sawgrass - Ponte Vedra Beach, FL",2022,-2.5441176470588234,0.9797058823529412
"TPC Scottsdale - Scottsdale, AZ",2015,-4.880597014925373,0.7501492537313432
"TPC Scottsdale - Scottsdale, AZ",2016,-2.96875,0.75234375
"TPC Scottsdale - Scottsdale, AZ",2017,-6.75,0.7575
"TPC Scottsdale - Scottsdale, AZ",2018,-6.225352112676056,0.816338028169014
"TPC Scottsdale - Scottsdale, AZ",2019,-5.47945205479452,0.8798630136986302
"TPC Scottsdale - Scottsdale, AZ",2020,-6.9393939393939394,0.954848484848485
"TPC Scottsdale - Scottsdale, AZ",2021,-9.984375,0.80609375
"TPC Scottsdale - Scottsdale, AZ",2022,-6.611940298507463,0.8829850746268656
"TPC Southwind - Memphis, TN",2015,-1.6666666666666667,1.1991666666666667
"TPC Southwind - Memphis, TN",2016,-0.8305084745762712,1.0476271186440678
"TPC Southwind - Memphis, TN",2017,-2.112676056338028,0.9187323943661972
"TPC Southwind - Memphis, TN",2018,-2.378787878787879,1.0396969696969698
"TPC Southwind - Memphis, TN",2019,-2.4166666666666665,0.10416666666666667
"TPC Southwind - Memphis, TN",2020,-1.948051948051948,0.03701298701298702
"TPC Southwind - Memphis, TN",2021,-4.327868852459017,0.13196721311475412
"TPC Summerlin - Las Vegas, NV",2015,-8.852941176470589,0.6780882352941177
"TPC Summerlin - Las Vegas, NV",2016,-7.405797101449275,0.803768115942029
"TPC Summerlin - Las Vegas, NV",2017,-9.228571428571428,0.8871428571428571
"TPC Summerlin - Las Vegas, NV",2018,-1.0277777777777777,0.7269444444444445
"TPC Summerlin - Las Vegas, NV",2019,-10.013698630136986,0.7234246575342466
"TPC Summerlin - Las Vegas, NV",2020,-12.67123287671233,0.9378082191780823
"TPC Summerlin - Las Vegas, NV",2022,-11.059701492537313,0.7649253731343284
"TPC Twin Cities - Blaine, MN",2019,-11.493150684931507,1.1232876712328768
"TPC Twin Cities - Blaine, MN",2020,-9.691176470588236,0.9727941176470589
"TPC Twin Cities - Blaine, MN",2021,-5.929577464788732,0.8861971830985915
"The Concession Golf Club - Bradenton, FL",2021,-2.353846153846154,0.20846153846153856
"The Summit Club - Las Vegas, NV",2022,-14.211267605633802,0.038028169014084505
"Torrey Pines North - La Jolla, CA",2015,-0.9354838709677419,0.6319354838709678
"Torrey Pines North - La Jolla, CA",2016,3.753846153846154,0.6256923076923078
"Torrey Pines North - La Jolla, CA",2017,-3.4324324324324325,0.7828378378378378
"Torrey Pines North - La Jolla, CA",2018,-0.631578947368421,0.5846052631578947
"Torrey Pines North - La Jolla, CA",2019,-6.815789473684211,0.6353947368421052
"Torrey Pines North - La Jolla, CA",2020,-3.759493670886076,0.5640506329113925
"Torrey Pines North - La Jolla, CA",2021,-1.8181818181818181,0.6966233766233766
"Torrey Pines North - La Jolla, CA",2022,-3.2133333333333334,0.8225333333333333
"Torrey Pines South - La Jolla, CA",2021,4.666666666666667,1.1133333333333333
"Trinity Forest Golf Club - Dallas, TX",2018,-9.585714285714285,0.8264285714285714
"Trinity Forest Golf Club - Dallas, TX",2019,-11.1,1.085
"Vidanta Vallarta - Villa Hidalgo, Mexico",2022,-7.84375,1.1509375
"Waialae CC - Honolulu, HI",2015,-7.228571428571429,0.7355714285714287
"Waialae CC - Honolulu, HI",2016,-9.186666666666667,0.6229333333333333
"Waialae CC - Honolulu, HI",2018,-8.464788732394366,0.8661971830985915
"Waialae CC - Honolulu, HI",2019,-8.943661971830986,0.9959154929577464
"Waialae CC - Honolulu, HI",2020,-3.3636363636363638,0.9909090909090907
"Waialae CC - Honolulu, HI",2021,-12.309859154929578,0.8591549295774648
"Waialae CC - Honolulu, HI",2022,-11.796610169491526,0.8691525423728814
"Whistling Straits - Kohler, WI",2015,-4.044117647058823,1.371029411764706
"Winged Foot GC - Mamaroneck, NY",2021,11.620689655172415,1.1648275862068966
